customer_id,age,gender,city,tenure_months,avg_order_value,total_orders,last_purchase_days_ago,support_tickets,subscription_type,churn
144255,49,Female,Pune,84,6900,325,523,11,Silver,1
144256,53,Male,Delhi,24,9713,183,622,23,Basic,0
144257,63,Female,Delhi,104,4929,164,412,1,Silver,0
144258,67,Male,Pune,108,6359,60,718,6,Gold,0
144259,40,Male,Pune,62,1291,39,682,3,Gold,0
144260,22,Male,Mumbai,115,8562,40,423,34,Basic,0
144261,64,Female,Mumbai,107,6503,233,438,13,Basic,0
144262,33,Female,Mumbai,41,8354,463,672,17,Basic,1
144263,57,Female,Kolkata,65,8302,14,597,3,Platinum,0
144264,41,Female,Bangalore,28,7692,321,471,49,Basic,1
144265,57,Male,Delhi,56,344,240,20,15,Platinum,0
144266,45,Female,Mumbai,5,7551,282,8,44,Silver,0
144267,42,Male,Hyderabad,93,7123,295,204,17,Gold,1
144268,24,Female,Bangalore,114,5255,269,368,13,Basic,0
144269,55,Male,Mumbai,24,3295,32,536,44,Basic,1
144270,24,Male,Pune,1,8791,434,582,8,Gold,1
144271,68,Female,Chennai,14,5088,45,706,11,Basic,1
144272,39,Female,Hyderabad,81,8506,436,560,24,Basic,0
144273,39,Male,Mumbai,6,6335,3,129,45,Basic,0
144274,44,Male,Kolkata,29,797,386,156,21,Silver,0
144275,50,Female,Chennai,25,4493,156,311,7,Basic,0
144276,62,Female,Mumbai,43,4167,181,212,45,Gold,0
144277,49,Male,Pune,21,275,409,717,41,Platinum,1
144278,56,Female,Chennai,98,3832,387,613,36,Gold,0
144279,49,Female,Pune,26,6166,175,636,38,Basic,1
144280,18,Male,Delhi,103,3481,292,455,5,Gold,0
144281,27,Female,Bangalore,89,8585,132,288,10,Platinum,1
144282,62,Male,Mumbai,42,6479,417,598,23,Silver,1
144283,21,Female,Chennai,115,7955,16,154,27,Silver,0
144284,46,Male,Mumbai,118,1919,449,344,43,Platinum,0
144285,24,Male,Mumbai,81,5118,205,488,32,Silver,0
144286,55,Male,Hyderabad,31,6765,283,46,31,Silver,0
144287,23,Female,Chennai,76,2971,306,686,10,Basic,1
144288,28,Male,Kolkata,77,5983,282,179,23,Gold,0
144289,26,Female,Kolkata,47,3704,492,688,1,Platinum,0
144290,47,Female,Hyderabad,74,5710,377,598,7,Basic,1
144291,39,Male,Chennai,4,4721,308,164,49,Silver,1
144292,56,Female,Hyderabad,55,5086,486,453,34,Platinum,1
144293,26,Female,Pune,75,1259,167,89,31,Gold,1
144294,55,Male,Mumbai,41,3522,262,570,36,Basic,1
144295,68,Male,Mumbai,115,7330,433,723,27,Basic,0
144296,63,Female,Bangalore,14,1926,75,73,35,Basic,0
144297,50,Male,Mumbai,33,2940,155,297,43,Gold,0
144298,43,Female,Pune,93,1969,123,491,42,Basic,1
144299,33,Female,Bangalore,7,7712,431,336,43,Silver,0
144300,26,Male,Delhi,87,5112,318,58,17,Basic,0
144301,40,Female,Bangalore,96,2689,417,152,33,Basic,0
144302,32,Male,Delhi,68,3082,478,75,43,Silver,0
144303,36,Female,Hyderabad,21,7200,361,42,42,Gold,1
144304,59,Male,Bangalore,12,8916,289,704,27,Gold,0
144305,33,Male,Bangalore,86,8438,370,665,41,Platinum,0
144306,42,Male,Bangalore,110,8432,491,392,14,Gold,1
144307,52,Female,Bangalore,114,7082,458,34,18,Silver,0
144308,68,Male,Kolkata,89,5988,245,645,14,Gold,1
144309,30,Female,Mumbai,99,3618,418,372,1,Gold,0
144310,63,Female,Chennai,101,5496,456,540,33,Silver,0
144311,24,Female,Delhi,54,2664,138,345,12,Basic,1
144312,51,Male,Mumbai,80,463,427,679,41,Gold,1
144313,31,Male,Delhi,25,906,154,590,38,Platinum,1
144314,40,Female,Pune,48,8214,111,587,26,Silver,1
144315,40,Male,Chennai,96,2679,256,124,7,Basic,0
144316,34,Male,Pune,77,3248,185,457,6,Basic,0
144317,30,Male,Chennai,115,6934,438,179,6,Basic,0
144318,44,Female,Chennai,112,2783,366,49,14,Platinum,0
144319,19,Female,Pune,86,2202,116,104,22,Silver,0
144320,54,Female,Pune,113,2622,458,44,33,Basic,0
144321,47,Male,Delhi,41,4683,45,255,48,Silver,0
144322,21,Male,Chennai,84,8988,451,405,5,Basic,0
144323,47,Male,Bangalore,90,8259,347,649,10,Silver,0
144324,20,Female,Chennai,87,5096,467,648,3,Platinum,0
144325,31,Female,Chennai,77,3521,20,324,27,Basic,0
144326,28,Female,Delhi,20,9081,492,126,46,Gold,1
144327,57,Female,Bangalore,67,8605,247,278,49,Silver,1
144328,40,Male,Bangalore,115,9055,314,610,30,Silver,1
144329,58,Female,Kolkata,82,7537,134,34,28,Platinum,0
144330,65,Male,Kolkata,93,6140,180,68,10,Gold,0
144331,49,Female,Kolkata,72,6809,217,563,47,Basic,0
144332,20,Male,Chennai,17,4626,492,57,36,Silver,0
144333,59,Male,Mumbai,22,1472,485,363,17,Gold,0
144334,18,Male,Bangalore,93,4376,196,303,22,Basic,1
144335,26,Female,Chennai,72,1414,108,277,30,Basic,1
144336,65,Male,Bangalore,113,6951,250,529,9,Gold,0
144337,26,Female,Delhi,15,3854,399,613,34,Gold,1
144338,29,Male,Mumbai,21,718,197,489,38,Basic,1
144339,18,Male,Mumbai,77,6829,236,73,21,Basic,0
144340,33,Male,Kolkata,50,6323,245,58,14,Silver,0
144341,47,Male,Kolkata,60,6076,296,362,48,Silver,0
144342,25,Male,Pune,31,4661,325,465,40,Basic,0
144343,63,Male,Delhi,25,5265,333,322,37,Gold,0
144344,63,Female,Hyderabad,79,7309,117,722,6,Platinum,0
144345,27,Male,Kolkata,93,4466,386,573,36,Platinum,0
144346,50,Female,Delhi,112,1029,223,303,16,Gold,0
144347,55,Male,Pune,101,525,153,238,0,Silver,0
144348,58,Female,Kolkata,13,6147,499,573,3,Basic,0
144349,68,Male,Pune,83,3483,430,32,29,Gold,0
144350,39,Female,Hyderabad,35,3161,282,597,30,Basic,0
144351,33,Female,Hyderabad,112,7385,264,570,3,Basic,0
144352,36,Male,Delhi,52,5203,7,258,36,Basic,1
144353,28,Female,Chennai,63,6036,236,42,24,Silver,1
144354,28,Male,Hyderabad,82,7092,35,438,21,Platinum,1
144355,31,Female,Mumbai,47,873,448,713,39,Silver,1
144356,56,Male,Chennai,14,4957,221,531,49,Basic,1
144357,43,Female,Hyderabad,115,4985,102,84,40,Basic,0
144358,61,Male,Pune,43,6870,256,623,17,Silver,1
144359,37,Female,Hyderabad,21,6382,27,260,1,Basic,0
144360,37,Male,Mumbai,96,2378,327,353,17,Silver,0
144361,22,Male,Delhi,97,1551,452,218,30,Platinum,0
144362,18,Male,Delhi,55,9673,240,514,3,Silver,0
144363,28,Female,Mumbai,60,3109,255,443,26,Basic,0
144364,64,Male,Delhi,53,3914,18,406,29,Basic,1
144365,27,Male,Bangalore,14,5694,404,497,46,Basic,1
144366,64,Male,Mumbai,38,9350,321,609,15,Gold,0
144367,45,Male,Chennai,37,8576,104,720,22,Gold,1
144368,62,Male,Chennai,20,4004,430,36,27,Silver,0
144369,64,Male,Bangalore,41,1040,404,555,16,Platinum,1
144370,51,Female,Hyderabad,53,2290,204,138,47,Basic,1
144371,30,Male,Bangalore,85,1802,150,357,27,Basic,1
144372,61,Female,Bangalore,82,4719,496,695,19,Basic,1
144373,42,Female,Delhi,93,4604,362,43,2,Gold,0
144374,40,Female,Delhi,64,3195,425,294,45,Basic,0
144375,53,Female,Bangalore,88,6621,148,155,22,Basic,0
144376,29,Male,Pune,63,4437,185,442,4,Basic,0
144377,64,Female,Pune,106,1457,69,216,25,Gold,1
144378,62,Male,Mumbai,26,8412,105,311,22,Platinum,1
144379,19,Male,Kolkata,109,9475,454,189,26,Silver,0
144380,37,Male,Kolkata,39,1894,411,349,40,Basic,1
144381,33,Male,Delhi,55,5516,489,0,45,Platinum,1
144382,31,Female,Mumbai,104,8789,106,378,22,Basic,1
144383,19,Male,Bangalore,34,8308,359,225,43,Silver,0
144384,66,Male,Kolkata,115,2392,467,80,35,Basic,0
144385,33,Male,Pune,16,6586,410,712,21,Platinum,0
144386,21,Male,Pune,101,637,66,295,40,Basic,0
144387,60,Female,Bangalore,27,5503,245,549,7,Platinum,1
144388,30,Female,Kolkata,23,1481,76,656,23,Gold,0
144389,55,Male,Kolkata,116,291,102,493,48,Basic,0
144390,66,Male,Delhi,50,4073,69,226,38,Basic,0
144391,18,Female,Bangalore,40,6900,442,531,19,Silver,1
144392,26,Male,Delhi,39,2367,367,389,48,Basic,1
144393,38,Female,Hyderabad,57,2532,22,183,25,Basic,0
144394,35,Male,Pune,77,936,5,430,20,Basic,0
144395,60,Female,Pune,11,7978,92,281,0,Basic,0
144396,49,Female,Delhi,71,3397,154,40,46,Silver,0
144397,63,Male,Hyderabad,20,9624,208,676,35,Basic,1
144398,51,Male,Hyderabad,20,5817,140,485,30,Platinum,0
144399,37,Female,Bangalore,44,758,48,230,30,Silver,0
144400,60,Male,Bangalore,3,8053,76,203,11,Platinum,0
144401,19,Male,Delhi,68,256,452,5,43,Basic,0
144402,21,Female,Bangalore,45,3854,340,603,28,Basic,1
144403,62,Male,Chennai,50,8127,88,409,6,Platinum,0
144404,55,Male,Mumbai,41,8739,461,314,23,Basic,0
144405,24,Female,Hyderabad,17,1183,165,516,17,Basic,0
144406,39,Female,Hyderabad,4,8658,301,470,49,Gold,1
144407,37,Male,Delhi,27,5018,166,596,22,Basic,1
144408,52,Female,Mumbai,93,3162,192,6,34,Basic,0
144409,21,Male,Bangalore,64,1586,483,182,48,Gold,0
144410,37,Male,Bangalore,22,2712,126,20,2,Platinum,0
144411,52,Female,Mumbai,27,3523,163,68,30,Basic,0
144412,50,Female,Chennai,12,9641,111,99,11,Basic,1
144413,68,Male,Chennai,97,473,400,173,45,Basic,0
144414,38,Male,Kolkata,48,2169,272,531,9,Gold,0
144415,62,Male,Bangalore,18,6251,433,51,34,Silver,1
144416,31,Female,Pune,76,2724,316,427,39,Gold,1
144417,48,Female,Kolkata,54,4042,277,354,47,Silver,0
144418,39,Male,Kolkata,3,6780,170,470,28,Basic,1
144419,65,Male,Delhi,96,2162,26,534,3,Platinum,0
144420,47,Male,Mumbai,69,3109,269,165,48,Platinum,0
144421,46,Male,Hyderabad,17,1402,211,345,38,Basic,0
144422,53,Male,Kolkata,48,8675,283,680,42,Basic,1
144423,66,Female,Mumbai,63,3048,275,43,16,Silver,1
144424,59,Male,Bangalore,60,3135,246,264,20,Basic,0
144425,46,Female,Delhi,109,706,458,486,31,Silver,0
144426,24,Male,Hyderabad,101,3870,380,607,36,Silver,1
144427,49,Female,Hyderabad,65,9262,365,335,30,Basic,0
144428,30,Female,Bangalore,2,2185,376,695,44,Basic,0
144429,30,Male,Mumbai,82,2828,490,204,8,Basic,0
144430,31,Male,Hyderabad,31,9185,321,84,14,Basic,0
144431,23,Male,Chennai,80,9666,67,195,41,Gold,1
144432,33,Male,Kolkata,25,1052,212,79,40,Basic,1
144433,58,Female,Mumbai,75,7094,442,72,7,Basic,0
144434,69,Male,Kolkata,20,371,68,611,7,Gold,1
144435,65,Male,Delhi,54,4076,246,265,1,Gold,1
144436,38,Female,Chennai,55,2151,47,357,17,Basic,0
144437,61,Male,Mumbai,9,6909,4,310,10,Basic,1
144438,33,Female,Pune,60,7576,243,706,4,Silver,0
144439,22,Female,Hyderabad,25,1972,49,18,34,Silver,1
144440,41,Male,Bangalore,91,9554,490,191,12,Basic,0
144441,60,Female,Bangalore,117,9479,398,627,49,Silver,0
144442,18,Female,Mumbai,109,7157,379,274,0,Basic,0
144443,27,Male,Mumbai,15,3301,361,671,46,Gold,1
144444,60,Male,Mumbai,91,8161,437,714,31,Silver,1
144445,64,Male,Hyderabad,75,871,443,504,3,Platinum,0
144446,52,Female,Bangalore,76,9343,306,58,20,Basic,0
144447,48,Male,Hyderabad,113,496,39,645,44,Silver,1
144448,32,Female,Hyderabad,99,6145,287,584,6,Basic,1
144449,28,Female,Pune,49,4690,181,678,10,Basic,1
144450,26,Male,Pune,14,8547,229,256,17,Basic,1
144451,19,Female,Delhi,77,1768,334,182,11,Basic,0
144452,61,Female,Delhi,62,8920,468,326,9,Basic,1
144453,69,Female,Delhi,31,7394,147,499,2,Gold,0
144454,47,Female,Chennai,58,5544,327,389,37,Silver,1
144455,33,Male,Kolkata,7,2885,321,165,46,Basic,1
144456,65,Male,Bangalore,117,3910,314,698,21,Basic,0
144457,18,Male,Bangalore,67,9751,34,424,24,Gold,0
144458,65,Male,Kolkata,95,4013,326,206,33,Basic,0
144459,23,Male,Delhi,118,8677,50,332,24,Silver,0
144460,63,Male,Bangalore,74,3693,320,79,30,Basic,0
144461,28,Male,Kolkata,59,6718,192,330,46,Basic,0
144462,50,Male,Bangalore,3,278,365,518,30,Platinum,1
144463,69,Male,Pune,118,4302,371,229,46,Basic,0
144464,34,Male,Chennai,40,465,289,329,9,Gold,0
144465,68,Male,Hyderabad,95,1255,324,472,35,Basic,0
144466,51,Female,Hyderabad,51,261,69,415,28,Basic,0
144467,63,Male,Mumbai,14,8101,434,548,11,Silver,0
144468,57,Female,Delhi,71,1473,155,663,9,Basic,0
144469,42,Female,Mumbai,58,6318,73,408,18,Basic,1
144470,39,Male,Chennai,9,5984,175,419,7,Silver,0
144471,43,Male,Pune,118,8804,253,65,15,Basic,0
144472,44,Male,Chennai,23,6028,138,329,48,Basic,0
144473,55,Female,Bangalore,107,8593,280,329,44,Silver,1
144474,26,Male,Kolkata,70,1460,17,689,15,Silver,1
144475,54,Male,Delhi,107,9442,362,20,13,Silver,0
144476,22,Male,Pune,27,9398,358,281,37,Platinum,0
144477,35,Female,Pune,65,1461,74,93,47,Gold,1
144478,39,Male,Chennai,33,334,27,97,42,Silver,0
144479,63,Female,Mumbai,16,7957,328,155,9,Platinum,0
144480,29,Female,Hyderabad,92,6368,229,286,1,Silver,0
144481,61,Male,Delhi,95,4894,495,552,33,Gold,1
144482,39,Female,Hyderabad,42,2492,138,491,38,Basic,1
144483,23,Male,Bangalore,90,1701,394,210,24,Basic,1
144484,53,Male,Pune,89,7100,3,571,21,Basic,1
144485,44,Female,Kolkata,44,3208,436,136,49,Basic,1
144486,64,Male,Pune,19,5861,431,36,0,Basic,0
144487,32,Male,Mumbai,76,7725,264,613,44,Platinum,1
144488,34,Male,Pune,94,3126,332,55,41,Basic,0
144489,20,Male,Bangalore,58,4272,195,420,41,Basic,0
144490,27,Male,Delhi,111,1472,109,698,5,Basic,0
144491,42,Male,Mumbai,35,5112,62,64,16,Basic,0
144492,38,Male,Pune,86,9753,143,298,8,Basic,0
144493,57,Female,Pune,18,5120,141,514,34,Basic,0
144494,26,Female,Mumbai,31,7470,260,561,9,Basic,1
144495,41,Female,Bangalore,89,4404,350,142,8,Silver,0
144496,49,Male,Kolkata,25,9210,100,212,46,Basic,1
144497,20,Female,Mumbai,60,2785,180,580,49,Platinum,0
144498,50,Female,Bangalore,27,6020,70,291,13,Basic,0
144499,60,Female,Chennai,3,7955,73,154,43,Basic,1
144500,62,Female,Mumbai,86,4016,467,247,48,Basic,1
144501,29,Female,Hyderabad,114,4629,332,305,8,Basic,1
144502,46,Male,Bangalore,58,2554,334,547,0,Basic,0
144503,38,Female,Hyderabad,82,4257,449,467,27,Basic,1
144504,56,Female,Delhi,91,6596,153,47,21,Silver,1
144505,51,Male,Bangalore,76,8475,75,260,3,Basic,0
144506,50,Female,Delhi,32,5311,368,716,44,Basic,1
144507,49,Female,Mumbai,83,4520,79,515,28,Gold,1
144508,37,Female,Kolkata,25,7410,16,464,2,Silver,1
144509,20,Male,Hyderabad,79,4115,307,464,48,Platinum,1
144510,21,Female,Pune,119,1925,64,441,11,Basic,0
144511,34,Male,Delhi,60,324,411,407,31,Silver,1
144512,67,Female,Delhi,81,7026,119,713,9,Silver,0
144513,34,Male,Chennai,110,7407,285,52,31,Basic,0
144514,36,Male,Hyderabad,78,4709,420,340,2,Silver,0
144515,21,Female,Hyderabad,95,7058,292,26,33,Silver,1
144516,46,Female,Chennai,15,8446,371,163,28,Gold,1
144517,34,Male,Delhi,78,8714,365,388,33,Basic,0
144518,39,Male,Mumbai,24,2700,121,391,49,Gold,1
144519,19,Female,Pune,84,377,400,544,22,Gold,0
144520,59,Female,Hyderabad,49,4337,458,703,35,Silver,1
144521,29,Female,Kolkata,49,6359,73,679,36,Gold,1
144522,62,Male,Bangalore,96,380,426,427,33,Silver,0
144523,28,Male,Delhi,48,8378,373,435,6,Silver,1
144524,57,Male,Pune,116,8640,113,664,9,Basic,1
144525,46,Male,Hyderabad,119,6794,193,334,5,Gold,1
144526,37,Female,Kolkata,52,6653,82,363,43,Gold,0
144527,22,Female,Bangalore,31,2710,339,546,34,Basic,0
144528,42,Female,Mumbai,95,7072,24,17,28,Silver,0
144529,51,Male,Pune,106,6208,6,337,46,Platinum,1
144530,29,Male,Mumbai,29,6435,433,36,16,Silver,0
144531,45,Female,Mumbai,59,8215,170,470,19,Gold,1
144532,51,Male,Hyderabad,54,3839,180,247,9,Basic,0
144533,23,Female,Chennai,88,5324,259,190,11,Basic,0
144534,36,Female,Pune,96,1753,360,505,46,Silver,0
144535,29,Male,Pune,106,9081,34,304,36,Basic,1
144536,42,Female,Mumbai,52,6011,432,638,9,Basic,1
144537,30,Female,Kolkata,98,7500,168,177,33,Gold,0
144538,34,Male,Mumbai,38,3617,118,154,40,Platinum,0
144539,29,Male,Kolkata,106,6838,75,460,39,Silver,1
144540,20,Female,Chennai,97,9981,356,572,25,Platinum,0
144541,41,Female,Hyderabad,82,751,113,646,35,Platinum,0
144542,25,Female,Mumbai,96,6270,480,622,36,Gold,0
144543,65,Male,Bangalore,13,7418,163,201,17,Basic,0
144544,53,Female,Mumbai,15,6372,259,102,15,Silver,0
144545,43,Female,Hyderabad,78,7283,473,252,37,Gold,0
144546,62,Female,Hyderabad,48,486,310,309,42,Basic,1
144547,25,Female,Mumbai,115,9169,364,477,18,Gold,0
144548,49,Female,Delhi,99,1324,247,592,12,Basic,1
144549,49,Male,Chennai,49,2501,89,423,47,Silver,1
144550,18,Male,Mumbai,87,8142,341,11,30,Silver,1
144551,20,Male,Bangalore,57,9925,197,228,22,Silver,0
144552,18,Male,Mumbai,18,6812,329,383,26,Basic,0
144553,32,Female,Kolkata,77,5945,390,90,11,Silver,0
144554,67,Female,Pune,92,2499,320,255,44,Silver,0
144555,37,Female,Kolkata,47,1881,65,296,25,Silver,0
144556,20,Female,Kolkata,33,2069,361,96,3,Silver,0
144557,32,Male,Bangalore,92,9279,257,296,42,Silver,0
144558,54,Male,Mumbai,59,2804,285,123,34,Silver,1
144559,38,Male,Chennai,75,4745,112,622,15,Platinum,0
144560,59,Female,Chennai,69,3066,89,598,7,Silver,0
144561,56,Male,Hyderabad,30,9420,108,510,20,Basic,0
144562,40,Female,Pune,9,4799,32,581,12,Basic,0
144563,57,Female,Delhi,61,9347,238,470,26,Basic,0
144564,52,Male,Mumbai,7,7844,499,388,19,Silver,1
144565,35,Female,Chennai,91,7357,448,273,44,Gold,0
144566,34,Male,Pune,47,8888,67,256,22,Basic,0
144567,48,Male,Chennai,21,1300,212,584,47,Gold,1
144568,65,Male,Mumbai,48,9592,22,421,9,Silver,0
144569,43,Male,Chennai,14,4203,382,608,39,Platinum,1
144570,39,Female,Hyderabad,32,5085,169,26,26,Silver,0
144571,62,Male,Chennai,46,512,290,678,15,Basic,1
144572,53,Male,Pune,43,3213,259,99,32,Silver,0
144573,52,Male,Hyderabad,31,7533,292,139,23,Gold,1
144574,28,Male,Hyderabad,46,1904,220,395,44,Basic,0
144575,44,Male,Kolkata,103,6286,442,252,32,Silver,1
144576,51,Male,Bangalore,6,7317,360,62,18,Silver,0
144577,35,Female,Mumbai,9,9984,410,535,18,Silver,1
144578,44,Female,Bangalore,14,7890,406,249,22,Basic,1
144579,21,Female,Mumbai,66,1039,83,361,20,Platinum,1
144580,34,Female,Bangalore,30,5185,41,52,17,Silver,0
144581,23,Male,Hyderabad,79,7697,444,185,5,Basic,0
144582,59,Male,Kolkata,62,2044,285,620,48,Gold,1
144583,28,Female,Mumbai,99,1390,156,521,42,Basic,1
144584,22,Male,Kolkata,55,9356,209,316,21,Basic,1
144585,35,Male,Delhi,89,9113,227,409,24,Basic,0
144586,42,Female,Bangalore,55,5994,28,721,36,Silver,1
144587,27,Female,Delhi,30,1843,16,290,34,Silver,1
144588,58,Male,Kolkata,110,1633,198,280,5,Gold,0
144589,33,Male,Mumbai,59,3957,419,711,14,Basic,0
144590,27,Female,Mumbai,73,8970,359,412,13,Gold,0
144591,27,Female,Chennai,63,8911,1,455,31,Gold,0
144592,53,Male,Kolkata,50,5097,158,44,18,Silver,0
144593,38,Female,Kolkata,102,2649,25,568,7,Silver,0
144594,31,Male,Chennai,54,3982,20,587,41,Silver,1
144595,25,Female,Pune,54,9501,226,102,41,Gold,0
144596,18,Male,Delhi,100,6737,53,58,49,Silver,1
144597,33,Male,Kolkata,42,7581,32,501,44,Basic,0
144598,43,Male,Kolkata,70,1879,272,518,20,Gold,0
144599,66,Female,Kolkata,37,2670,267,476,41,Gold,1
144600,59,Male,Hyderabad,109,8149,145,294,21,Platinum,0
144601,23,Female,Chennai,49,4856,17,526,25,Silver,1
144602,56,Female,Bangalore,59,3543,173,622,15,Platinum,0
144603,67,Female,Kolkata,96,5580,47,628,49,Silver,1
144604,19,Female,Bangalore,89,8974,410,99,8,Basic,0
144605,26,Female,Pune,87,5521,193,462,44,Basic,1
144606,22,Female,Pune,62,5403,24,539,5,Platinum,0
144607,57,Female,Delhi,87,3176,77,505,38,Gold,1
144608,22,Female,Bangalore,5,2266,411,659,45,Silver,0
144609,64,Male,Hyderabad,9,2853,136,376,33,Silver,1
144610,25,Male,Pune,106,294,327,236,39,Gold,0
144611,22,Male,Bangalore,46,3075,396,122,40,Silver,0
144612,22,Male,Mumbai,71,8084,319,512,21,Silver,0
144613,69,Female,Delhi,46,6056,441,13,38,Basic,0
144614,34,Female,Mumbai,52,3147,211,592,18,Gold,1
144615,26,Female,Kolkata,118,7886,108,314,15,Gold,0
144616,51,Male,Bangalore,92,960,490,404,15,Silver,0
144617,50,Female,Mumbai,109,8836,154,444,14,Basic,1
144618,39,Female,Chennai,107,8502,50,160,49,Platinum,1
144619,38,Female,Delhi,116,7951,20,327,6,Basic,1
144620,60,Female,Hyderabad,48,232,414,675,39,Basic,1
144621,32,Female,Kolkata,82,4289,400,466,6,Silver,1
144622,18,Male,Kolkata,52,2080,82,75,15,Basic,0
144623,24,Male,Delhi,58,8719,190,223,13,Basic,0
144624,40,Female,Hyderabad,8,5064,318,362,16,Gold,1
144625,68,Male,Bangalore,100,5458,67,433,22,Gold,0
144626,64,Female,Kolkata,82,1288,397,526,17,Silver,1
144627,23,Male,Hyderabad,89,4621,225,134,21,Basic,0
144628,37,Female,Delhi,73,7571,68,179,32,Basic,1
144629,43,Female,Delhi,90,5564,302,575,35,Gold,0
144630,59,Male,Kolkata,75,1489,232,460,47,Basic,0
144631,29,Female,Chennai,42,5827,394,620,35,Silver,1
144632,30,Male,Bangalore,32,3920,357,57,38,Gold,0
144633,64,Male,Delhi,106,8715,142,306,31,Platinum,0
144634,68,Male,Delhi,8,5939,364,309,37,Gold,0
144635,66,Female,Hyderabad,26,4783,6,537,40,Silver,1
144636,30,Female,Mumbai,34,8272,318,63,10,Platinum,1
144637,19,Female,Kolkata,84,828,301,253,32,Basic,0
144638,49,Female,Bangalore,61,7314,489,320,42,Gold,0
144639,67,Female,Kolkata,7,4537,231,205,42,Basic,1
144640,48,Male,Chennai,70,7393,33,76,7,Silver,0
144641,28,Female,Hyderabad,66,1780,404,60,15,Basic,0
144642,54,Female,Kolkata,5,5925,92,535,22,Basic,0
144643,21,Male,Kolkata,24,2263,13,416,37,Basic,1
144644,51,Female,Hyderabad,101,890,127,580,37,Gold,1
144645,33,Female,Chennai,89,550,411,288,49,Basic,0
144646,48,Female,Pune,45,9657,44,334,22,Platinum,0
144647,42,Female,Kolkata,74,7016,119,619,1,Silver,1
144648,56,Female,Pune,85,7642,363,575,27,Basic,1
144649,25,Female,Delhi,6,9082,427,333,19,Gold,1
144650,25,Male,Chennai,32,2080,138,644,18,Basic,1
144651,51,Female,Delhi,8,7781,49,273,2,Silver,0
144652,32,Male,Hyderabad,48,8843,201,390,10,Basic,0
144653,22,Male,Delhi,76,7760,383,716,11,Gold,0
144654,36,Male,Bangalore,2,8755,168,445,5,Basic,1
144655,27,Female,Pune,73,9890,257,119,44,Gold,0
144656,26,Female,Delhi,45,1344,57,488,47,Gold,1
144657,46,Male,Delhi,54,6767,106,457,44,Basic,0
144658,69,Female,Mumbai,12,5422,497,434,20,Basic,0
144659,57,Male,Chennai,68,1119,394,434,18,Silver,0
144660,54,Male,Kolkata,115,3546,433,204,19,Silver,0
144661,36,Male,Delhi,81,2203,494,48,43,Gold,0
144662,30,Female,Pune,70,4722,126,508,34,Silver,0
144663,63,Male,Kolkata,68,2740,426,668,26,Basic,0
144664,57,Female,Kolkata,3,1100,212,648,18,Basic,1
144665,33,Female,Hyderabad,15,3209,52,140,4,Basic,0
144666,47,Male,Delhi,102,3755,276,564,3,Silver,0
144667,22,Female,Pune,109,4426,258,572,32,Gold,0
144668,50,Female,Bangalore,44,1515,214,591,9,Silver,1
144669,36,Male,Bangalore,22,7934,248,490,16,Basic,0
144670,36,Male,Pune,99,8249,293,107,45,Silver,0
144671,34,Male,Pune,89,1175,412,631,9,Basic,0
144672,41,Male,Delhi,50,6276,385,651,12,Basic,1
144673,45,Male,Mumbai,96,5039,114,227,42,Silver,0
144674,59,Male,Hyderabad,46,4778,324,626,26,Silver,0
144675,54,Female,Mumbai,43,1369,252,248,17,Basic,1
144676,39,Female,Kolkata,62,4058,450,149,49,Basic,1
144677,56,Male,Kolkata,73,5373,160,197,17,Basic,0
144678,33,Male,Hyderabad,6,9324,435,700,30,Silver,1
144679,52,Male,Kolkata,73,6309,198,653,38,Silver,1
144680,44,Female,Bangalore,16,5855,5,369,3,Platinum,1
144681,29,Female,Hyderabad,112,7503,289,65,18,Basic,0
144682,63,Male,Chennai,101,3029,419,703,14,Silver,1
144683,45,Male,Delhi,98,5677,99,523,6,Gold,0
144684,69,Male,Kolkata,97,6999,414,432,1,Silver,0
144685,18,Male,Chennai,57,7714,148,139,24,Gold,0
144686,56,Female,Hyderabad,33,5678,21,134,1,Basic,1
144687,35,Female,Hyderabad,82,6749,294,440,49,Basic,0
144688,40,Female,Mumbai,49,6318,279,681,13,Basic,0
144689,39,Female,Hyderabad,78,3415,212,699,37,Platinum,0
144690,21,Female,Bangalore,4,3661,314,690,34,Basic,1
144691,65,Female,Hyderabad,118,5546,150,427,42,Basic,0
144692,28,Female,Hyderabad,105,2373,470,204,8,Basic,0
144693,35,Female,Mumbai,58,5055,223,248,14,Gold,0
144694,65,Female,Kolkata,73,7764,482,640,27,Platinum,0
144695,24,Male,Bangalore,82,4027,483,560,35,Gold,1
144696,38,Female,Mumbai,39,2209,191,330,45,Silver,0
144697,52,Male,Bangalore,119,2970,234,193,39,Gold,1
144698,54,Male,Pune,108,4276,197,497,38,Basic,0
144699,67,Female,Mumbai,38,3267,224,495,31,Gold,0
144700,47,Male,Chennai,118,2385,206,714,21,Basic,1
144701,34,Female,Mumbai,79,1620,342,270,19,Basic,0
144702,50,Female,Hyderabad,58,8638,106,132,44,Basic,0
144703,33,Female,Chennai,66,3664,468,84,12,Silver,0
144704,32,Male,Bangalore,45,3566,367,392,23,Basic,0
144705,30,Female,Mumbai,62,7521,218,426,29,Gold,1
144706,56,Male,Pune,95,3449,447,382,14,Basic,0
144707,20,Female,Hyderabad,97,8687,406,660,27,Basic,0
144708,41,Male,Mumbai,92,690,139,585,3,Basic,0
